Comment,Sentiment
here i am employed as a developer watching a video that purports to be for beginners and its a great video so far one of the things i love about approaches like this is that especially for developers like me who just picked up some crap over time and am doing stuff with it there are lots of fundamentals that slip through those autodidactic cracks for instance i know what statelessness means generally but then at around 2330 craig explains not only clearly but completely enough for the contextwith no extraneous details nice work,positive
you guys make learning fun the fact that you went over apis in a broad sense and not just webbased really nailed home what an api really is wow,positive
im enjoying your tutorial a lot but a side note i think its recommended to invoke pip as python m pip because it is more portable having recently had issues due to windows10 and trying naively to just invoke pip on its own i thought it would be worth mentioning especially since this is aimed at beginners who might struggle with issues like that cheers,positive
this was truly a whirlwind introduction to apis i believe it was a little more harder for me as i havent started to learn java yet still learning python but none less this is an extremely well done course thank you craig for your work and i will now take another rest as ive reached the end to unscramble my brain,positive
this is easily the best course in this section hats of to this guy didnt feel like boring bombarment of information enjoyed every moment of it,positive
such an approachable manner of teaching craig thank you even as a refresher for me i just felt compelled to keep listening through am sure this has been extremely useful for introducing newcomers into coding no end,positive
i havent finished yet but wonderful explanations and great examples so far with teachers like this learning is a joy,positive
 want to master mysql get the full mysql course  subscribe for more sql tutorials like this,neutral
note to everyone if the tables is stuck at fetching just restart the mysql application and it should fix the infinite queuing,neutral
i have gone through this course from the beginning to end it was a wonderful tutorial and now i could write basic sequel queries with confident i was having very less knowledge about and was not confident in writing queries before thank you mosh and keep up the good work,positive
the tutorials are truly simple to understand and taught in a very beginnerfriendly way thank you mosh i love your channel,positive
this course is awesome sir i learn lot may concepts in this video in very clear cut manner through your beautiful examples mosh sir if you dont mind can you please provide remaining sessions in your youtube channel for free its helps for our career,positive
